,Estimate,Std. Error,z value,Pr(>|z|),n,BF,is_sing,conv_error,loopNumber
(Intercept)93,0.1945,0.2382,0.8163,0.4143,179,NA,N,N,59
correctFrequency.ct93,-3.1962,0.4379,-7.2992,0,179,35271740992,N,N,59
learning.ct93,1.1551,0.4617,2.5016,0.0124,179,9.168624035,N,N,59
correctFrequency.ct:learning.ct93,0.0373,0.8437,0.0442,0.9647,179,0.6520387,N,N,59
correctFrequencyhigh:learning.ct93,-2.9512,1.7268,-1.709,0.0874,179,0.441298699,N,N,59
correctFrequencylow:learning.ct93,0.0408,1.3321,0.0307,0.9755,179,0.761310934,N,N,59
(Intercept)122,1.0913,0.4414,2.4724,0.0134,159,NA,N,N,59
correctFrequency.ct122,-5.4327,0.7968,-6.8186,0,159,160706460.5,N,N,59
learning.ct122,-0.457,0.7718,-0.5921,0.5538,159,0.574041497,N,N,59
correctFrequency.ct:learning.ct122,-2.415,1.3458,-1.7944,0.0728,159,0.397659411,N,N,59
correctFrequencyhigh:learning.ct122,1.1364,0.7589,1.4974,0.1343,159,2.140344244,N,N,59
correctFrequencylow:learning.ct122,1.1737,0.4542,2.5839,0.0098,159,13.0328894,N,N,59
(Intercept)220,0.2093,0.2887,0.7248,0.4686,139,NA,N,N,59
correctFrequency.ct220,-3.6036,0.4981,-7.2354,0,139,16517556222,N,N,59
learning.ct220,-0.3095,0.5675,-0.5453,0.5855,139,0.483394649,N,N,59
correctFrequency.ct:learning.ct220,2.0931,0.9745,2.1478,0.0317,139,4.360307469,N,N,59
correctFrequencyhigh:learning.ct220,0.7505,0.9651,0.7776,0.4368,139,1.102237462,N,N,59
correctFrequencylow:learning.ct220,-1.6645,1.0798,-1.5415,0.1232,139,0.330563536,N,N,59
(Intercept)318,1.1685,0.4764,2.4527,0.0142,119,NA,N,N,59
correctFrequency.ct318,-3.3402,0.7829,-4.2667,0,119,1528.898213,N,N,59
learning.ct318,-1.2132,0.9218,-1.3161,0.1881,119,0.484715768,N,N,59
correctFrequency.ct:learning.ct318,0.4748,1.4883,0.319,0.7497,119,0.956463879,N,N,59
correctFrequencyhigh:learning.ct318,-1.356,0.7024,-1.9306,0.0535,119,0.198304166,N,N,59
correctFrequencylow:learning.ct318,0.737,0.7909,0.9319,0.3514,119,1.172416371,N,N,59
(Intercept)418,0.4969,0.3411,1.4566,0.1452,99,NA,N,N,59
correctFrequency.ct418,-4.6365,0.6483,-7.1516,0,99,3549952408,N,N,59
learning.ct418,-0.6874,0.6549,-1.0495,0.2939,99,0.425300482,N,N,59
correctFrequency.ct:learning.ct418,1.1358,1.2425,0.9141,0.3607,99,1.313986405,N,N,59
correctFrequencyhigh:learning.ct418,-1.4506,1.2529,-1.1577,0.247,99,0.427415746,N,N,59
correctFrequencylow:learning.ct418,-0.9757,1.1123,-0.8773,0.3803,99,0.441142348,N,N,59
(Intercept)518,0.9539,0.3191,2.9895,0.0028,79,NA,N,N,59
correctFrequency.ct518,-3.7636,0.7565,-4.9753,0,79,24958.08171,N,N,59
learning.ct518,-0.6371,0.6218,-1.0246,0.3055,79,0.413938232,N,N,59
correctFrequency.ct:learning.ct518,0.9303,1.4873,0.6255,0.5316,79,1.119407565,N,N,59
correctFrequencyhigh:learning.ct518,-1.2553,0.8753,-1.4342,0.1515,79,0.289853883,N,N,59
correctFrequencylow:learning.ct518,-0.1194,0.9294,-0.1285,0.8977,79,0.572766933,N,N,59
(Intercept)618,0.1277,0.2402,0.5316,0.595,59,NA,N,N,59
correctFrequency.ct618,-2.622,0.5255,-4.9898,0,59,50894.91027,N,N,59
learning.ct618,0.2474,0.4716,0.5245,0.5999,59,0.8475949,N,N,59
correctFrequency.ct:learning.ct618,-0.5467,1.0361,-0.5277,0.5977,59,0.540434502,N,N,59
correctFrequencyhigh:learning.ct618,-1.1022,1.217,-0.9057,0.3651,59,0.463834422,N,N,59
correctFrequencylow:learning.ct618,-0.1719,0.6313,-0.2723,0.7854,59,0.394609674,N,N,59
(Intercept)718,1.8451,0.6505,2.8362,0.0046,39,NA,N,N,59
correctFrequency.ct718,-5.7003,1.118,-5.0989,0,39,9605.549486,N,N,59
learning.ct718,-0.4242,1.0534,-0.4027,0.6872,39,0.720774178,N,N,59
correctFrequency.ct:learning.ct718,0.1433,1.6357,0.0876,0.9302,39,0.878911662,N,N,59
correctFrequencyhigh:learning.ct718,0.5208,0.8416,0.6188,0.5361,39,0.913613263,N,N,59
correctFrequencylow:learning.ct718,-0.026,0.523,-0.0497,0.9604,39,0.39213108,N,N,59
(Intercept)818,0.4455,0.2545,1.7506,0.08,19,NA,N,N,59
correctFrequency.ct818,-3.4831,0.4983,-6.9897,0,19,3321464923,N,N,59
learning.ct818,0.1904,0.4942,0.3852,0.7001,19,0.78125648,N,N,59
correctFrequency.ct:learning.ct818,-2.2689,0.9672,-2.3457,0.019,19,0.259224567,N,N,59
correctFrequencyhigh:learning.ct818,-0.4959,1.6851,-0.2943,0.7686,19,0.720067318,N,N,59
correctFrequencylow:learning.ct818,-0.3525,0.848,-0.4158,0.6776,19,0.455594531,N,N,59
119,NA,NA,NA,NA,NA,NA,NA,NA,60
(Intercept)94,1.2118,0.4623,2.6214,0.0088,179,NA,N,N,60
correctFrequency.ct94,-3.72,0.7744,-4.8037,0,179,11727.24272,N,N,60
learning.ct94,-0.0447,0.8772,-0.051,0.9593,179,0.780354712,N,N,60
correctFrequency.ct:learning.ct94,-0.1377,1.4325,-0.0962,0.9234,179,0.777243253,N,N,60
correctFrequencyhigh:learning.ct94,1.3248,0.8524,1.5542,0.1201,179,2.318266785,N,N,60
correctFrequencylow:learning.ct94,-0.9441,0.4795,-1.9689,0.049,179,0.13713273,N,N,60
(Intercept)123,0.5623,0.3386,1.6603,0.0969,159,NA,N,N,60
correctFrequency.ct123,-3.3173,0.6361,-5.2147,0,159,106399.8698,N,N,60
learning.ct123,-0.893,0.6649,-1.343,0.1793,159,0.383282927,N,N,60
correctFrequency.ct:learning.ct123,1.1319,1.249,0.9063,0.3648,159,1.307399107,N,N,60
correctFrequencyhigh:learning.ct123,0.0242,1.3779,0.0175,0.986,159,0.766982335,N,N,60
correctFrequencylow:learning.ct123,-0.1136,0.816,-0.1392,0.8893,159,0.521279583,N,N,60
(Intercept)221,0.4709,0.2978,1.5812,0.1138,139,NA,N,N,60
correctFrequency.ct221,-4.513,0.7469,-6.0421,0,139,3561139.872,N,N,60
learning.ct221,0.6833,0.5597,1.2209,0.2221,139,1.643165904,N,N,60
correctFrequency.ct:learning.ct221,0.7052,1.4399,0.4897,0.6243,139,1.036951977,N,N,60
correctFrequencyhigh:learning.ct221,-1.459,0.9139,-1.5965,0.1104,139,0.282394648,N,N,60
correctFrequencylow:learning.ct221,-0.3271,0.9102,-0.3593,0.7193,139,0.494537561,N,N,60
(Intercept)319,0.4175,0.3429,1.2178,0.2233,119,NA,N,N,60
correctFrequency.ct319,-3.5985,0.6853,-5.251,0,119,105934.5374,N,N,60
learning.ct319,-0.6918,0.6689,-1.0343,0.301,119,0.434462795,N,N,60
correctFrequency.ct:learning.ct319,-0.0561,1.338,-0.042,0.9665,119,0.776934061,N,N,60
correctFrequencyhigh:learning.ct319,0.3307,1.1002,0.3006,0.7637,119,0.820548322,N,N,60
correctFrequencylow:learning.ct319,1.0359,0.6731,1.5388,0.1239,119,2.199730204,N,N,60
(Intercept)419,0.2939,0.1944,1.5121,0.1305,99,NA,N,N,60
correctFrequency.ct419,-3.6977,0.5333,-6.9336,0,99,1914713842,N,N,60
learning.ct419,-0.1616,0.3689,-0.4381,0.6613,99,0.369834317,N,N,60
correctFrequency.ct:learning.ct419,-1.1859,1.0416,-1.1385,0.2549,99,0.415941686,N,N,60
correctFrequencyhigh:learning.ct419,-0.6637,0.9534,-0.6962,0.4863,99,0.429152523,N,N,60
correctFrequencylow:learning.ct419,-0.7199,0.9387,-0.7669,0.4432,99,0.409952295,N,N,60
(Intercept)519,1.3359,0.3325,4.0175,1.00E-04,79,NA,N,N,60
correctFrequency.ct519,-4.0488,0.5926,-6.8328,0,79,720190781.1,N,N,60
learning.ct519,-0.9758,0.6146,-1.5879,0.1123,79,0.329631449,N,N,60
correctFrequency.ct:learning.ct519,0.1837,1.0809,0.17,0.865,79,0.797376334,N,N,60
correctFrequencyhigh:learning.ct519,0.4313,0.7359,0.5861,0.5578,79,0.82733241,N,N,60
correctFrequencylow:learning.ct519,-0.7546,0.5226,-1.4438,0.1488,79,0.18242064,N,N,60
(Intercept)619,1.0562,0.3526,2.9954,0.0027,59,NA,N,N,60
correctFrequency.ct619,-3.832,0.5868,-6.5308,0,59,123005380.2,N,N,60
learning.ct619,-0.0918,0.6509,-0.141,0.8879,59,0.64997981,N,N,60
correctFrequency.ct:learning.ct619,0.0182,1.0506,0.0174,0.9861,59,0.721590706,N,N,60
correctFrequencyhigh:learning.ct619,-1.0677,0.968,-1.1029,0.2701,59,0.360551546,N,N,60
correctFrequencylow:learning.ct619,-0.884,0.6345,-1.3933,0.1635,59,0.222548016,N,N,60
(Intercept)719,0.2286,0.2689,0.85,0.3953,39,NA,N,N,60
correctFrequency.ct719,-4.0025,0.6158,-6.5001,0,39,87819243.57,N,N,60
learning.ct719,1.0148,0.5281,1.9214,0.0547,39,3.588959359,N,N,60
correctFrequency.ct:learning.ct719,1.5487,1.2174,1.2721,0.2034,39,1.698505953,N,N,60
correctFrequencyhigh:learning.ct719,-0.1009,0.9301,-0.1084,0.9136,39,0.579943468,N,N,60
correctFrequencylow:learning.ct719,-0.0826,0.7308,-0.1131,0.91,39,0.489485588,N,N,60
(Intercept)819,0.7145,0.3709,1.9262,0.0541,19,NA,N,N,60
correctFrequency.ct819,-3.2138,0.6241,-5.1492,0,19,81944.3772,N,N,60
learning.ct819,-0.49,0.7266,-0.6744,0.5001,19,0.534360257,N,N,60
correctFrequency.ct:learning.ct819,-2.4799,1.2138,-2.043,0.0411,19,0.34145323,N,N,60
correctFrequencyhigh:learning.ct819,0.2404,0.7421,0.324,0.7459,19,0.672865469,N,N,60
correctFrequencylow:learning.ct819,1.7891,0.8653,2.0675,0.0387,19,4.514867929,N,N,60
120,NA,NA,NA,NA,NA,NA,NA,NA,11
(Intercept)95,0.4508,0.2718,1.6583,0.0973,179,NA,N,N,11
correctFrequency.ct95,-3.8299,0.6796,-5.6352,0,179,657120.2108,N,N,11
learning.ct95,-0.475,0.5251,-0.9046,0.3657,179,0.384381756,N,N,11
correctFrequency.ct:learning.ct95,-0.5167,1.3331,-0.3876,0.6983,179,0.662074554,N,N,11
correctFrequencyhigh:learning.ct95,0.7499,1.1596,0.6467,0.5178,179,1.056518115,N,N,11
correctFrequencylow:learning.ct95,-1.7299,0.6691,-2.5853,0.0097,179,0.153327287,N,N,11
(Intercept)124,0.6636,0.2784,2.384,0.0171,159,NA,N,N,11
correctFrequency.ct124,-4.0617,0.6511,-6.2386,0,159,16777195.75,N,N,11
learning.ct124,-0.2736,0.5298,-0.5164,0.6056,159,0.467550343,N,N,11
correctFrequency.ct:learning.ct124,0.1103,1.2577,0.0877,0.9301,159,0.809575046,N,N,11
correctFrequencyhigh:learning.ct124,-0.2166,0.8149,-0.2658,0.7904,159,0.48228278,N,N,11
correctFrequencylow:learning.ct124,-0.7333,0.8809,-0.8325,0.4051,159,0.378416846,N,N,11
(Intercept)222,1.7096,0.5458,3.1322,0.0017,139,NA,N,N,11
correctFrequency.ct222,-5.3024,1.0453,-5.0728,0,139,11901.46281,N,N,11
learning.ct222,-0.7607,0.8299,-0.9165,0.3594,139,0.524369807,N,N,11
correctFrequency.ct:learning.ct222,-1.073,1.5361,-0.6985,0.4849,139,0.625391565,N,N,11
correctFrequencyhigh:learning.ct222,-0.3288,0.9283,-0.3542,0.7232,139,0.502782579,N,N,11
correctFrequencylow:learning.ct222,-0.2184,0.7007,-0.3118,0.7552,139,0.418578648,N,N,11
(Intercept)320,0.7639,0.3147,2.4279,0.0152,119,NA,N,N,11
correctFrequency.ct320,-3.913,0.4465,-8.7641,0,119,2.03E+15,N,N,11
learning.ct320,0.3524,0.5966,0.5906,0.5548,119,0.988219639,N,N,11
correctFrequency.ct:learning.ct320,0.2748,0.8067,0.3407,0.7333,119,0.774773301,N,N,11
correctFrequencyhigh:learning.ct320,-0.2242,1.3959,-0.1606,0.8724,119,0.704992134,N,N,11
correctFrequencylow:learning.ct320,-1.2972,0.7804,-1.6621,0.0965,119,0.240379857,N,N,11
(Intercept)420,1.0365,0.5616,1.8456,0.0649,99,NA,N,N,11
correctFrequency.ct420,-4.6468,1.0034,-4.6311,0,99,2896.30451,N,N,11
learning.ct420,-0.2769,1.0359,-0.2673,0.7892,99,0.7552839,N,N,11
correctFrequency.ct:learning.ct420,0.8292,1.8286,0.4534,0.6502,99,1.050323517,N,N,11
correctFrequencyhigh:learning.ct420,0.215,0.845,0.2544,0.7992,99,0.692899916,N,N,11
correctFrequencylow:learning.ct420,0.4898,0.5685,0.8616,0.3889,99,0.916649764,N,N,11
(Intercept)520,0.4764,0.2642,1.8034,0.0713,79,NA,N,N,11
correctFrequency.ct520,-3.6617,0.5743,-6.3761,0,79,53760318.35,N,N,11
learning.ct520,-0.5128,0.5083,-1.009,0.313,79,0.357464243,N,N,11
correctFrequency.ct:learning.ct520,0.9045,1.1166,0.8101,0.4179,79,1.210819921,N,N,11
correctFrequencyhigh:learning.ct520,-0.6915,1.3561,-0.5099,0.6101,79,0.589505115,N,N,11
correctFrequencylow:learning.ct520,0.1377,1.4066,0.0979,0.922,79,0.806533124,N,N,11
(Intercept)620,0.9359,0.4794,1.9523,0.0509,59,NA,N,N,11
correctFrequency.ct620,-3.9203,0.6245,-6.2777,0,59,23941799.94,N,N,11
learning.ct620,0.6216,0.8978,0.6923,0.4887,59,1.155002488,N,N,11
correctFrequency.ct:learning.ct620,-0.2633,1.0707,-0.2459,0.8058,59,0.632966589,N,N,11
correctFrequencyhigh:learning.ct620,-0.9651,0.8838,-1.092,0.2748,59,0.336939779,N,N,11
correctFrequencylow:learning.ct620,-0.0606,0.5994,-0.101,0.9195,59,0.423220839,N,N,11
(Intercept)720,0.6055,0.3694,1.6391,0.1012,39,NA,N,N,11
correctFrequency.ct720,-2.2583,0.4371,-5.1662,0,39,136478.2034,N,N,11
learning.ct720,0.1937,0.7299,0.2653,0.7908,39,0.860307668,N,N,11
correctFrequency.ct:learning.ct720,-0.7238,0.8454,-0.8561,0.3919,39,0.402472738,N,N,11
correctFrequencyhigh:learning.ct720,0.7532,1.2743,0.5911,0.5545,39,1.04342915,N,N,11
correctFrequencylow:learning.ct720,0.4899,0.7489,0.6542,0.513,39,0.88605486,N,N,11
(Intercept)820,0.4858,0.3378,1.4381,0.1504,19,NA,N,N,11
correctFrequency.ct820,-5.1354,0.7869,-6.5258,0,19,34805876.67,N,N,11
learning.ct820,0.1451,0.6084,0.2384,0.8116,19,0.7845201,N,N,11
correctFrequency.ct:learning.ct820,0.7259,1.4682,0.4944,0.621,19,1.042763241,N,N,11
correctFrequencyhigh:learning.ct820,0.5555,1.0292,0.5398,0.5893,19,0.93961047,N,N,11
correctFrequencylow:learning.ct820,-0.1682,0.6022,-0.2794,0.7799,19,0.377977958,N,N,11
121,NA,NA,NA,NA,NA,NA,NA,NA,12
(Intercept)96,0.5972,0.3338,1.7888,0.0736,179,NA,N,N,12
correctFrequency.ct96,-3.3796,0.5505,-6.1396,0,179,15772225.7,N,N,12
learning.ct96,-0.4595,0.65,-0.7069,0.4796,179,0.490512042,N,N,12
correctFrequency.ct:learning.ct96,-0.0206,1.0637,-0.0194,0.9845,179,0.711313797,N,N,12
correctFrequencyhigh:learning.ct96,-0.2179,1.1131,-0.1957,0.8448,179,0.615452295,N,N,12
correctFrequencylow:learning.ct96,0.508,0.7616,0.667,0.5048,179,0.904220663,N,N,12
(Intercept)125,0.2407,0.2515,0.9568,0.3387,159,NA,N,N,12
correctFrequency.ct125,-3.936,0.5118,-7.6905,0,159,3.45E+11,N,N,12
learning.ct125,1.0514,0.4851,2.1674,0.0302,159,5.214489213,N,N,12
correctFrequency.ct:learning.ct125,-1.5538,0.988,-1.5727,0.1158,159,0.339291441,N,N,12
correctFrequencyhigh:learning.ct125,-0.4492,0.8751,-0.5133,0.6078,159,0.442185227,N,N,12
correctFrequencylow:learning.ct125,-0.4698,0.8032,-0.5849,0.5586,159,0.398848882,N,N,12
(Intercept)223,1.1216,0.4362,2.5711,0.0101,139,NA,N,N,12
correctFrequency.ct223,-3.4814,0.6303,-5.5233,0,139,464652.0571,N,N,12
learning.ct223,-0.1788,0.8186,-0.2184,0.8271,139,0.700744647,N,N,12
correctFrequency.ct:learning.ct223,0.0057,1.1062,0.0051,0.9959,139,0.734449036,N,N,12
correctFrequencyhigh:learning.ct223,1.8283,0.5286,3.4587,5.00E-04,139,118.8290422,N,N,12
correctFrequencylow:learning.ct223,0.2745,0.8244,0.333,0.7391,139,0.722878249,N,N,12
(Intercept)321,1.1271,0.4626,2.4364,0.0148,119,NA,N,N,12
correctFrequency.ct321,-5.7147,1.0639,-5.3713,0,119,33775.95492,N,N,12
learning.ct321,1.1693,0.8037,1.455,0.1457,119,1.944121777,N,N,12
correctFrequency.ct:learning.ct321,-2.7607,1.9314,-1.4294,0.1529,119,0.555380883,N,N,12
correctFrequencyhigh:learning.ct321,-0.1816,1.1215,-0.1619,0.8714,119,0.629598846,N,N,12
correctFrequencylow:learning.ct321,-0.1759,0.833,-0.2112,0.8327,119,0.50616892,N,N,12
(Intercept)421,0.4389,0.3701,1.1859,0.2357,99,NA,N,N,12
correctFrequency.ct421,-3.0116,0.7082,-4.2526,0,99,1709.701211,N,N,12
learning.ct421,-0.0146,0.7316,-0.0199,0.9841,99,0.735181159,N,N,12
correctFrequency.ct:learning.ct421,-0.1959,1.3995,-0.14,0.8887,99,0.755213041,N,N,12
correctFrequencyhigh:learning.ct421,2.5497,1.6177,1.5761,0.115,99,2.046234374,N,N,12
correctFrequencylow:learning.ct421,-0.211,0.7345,-0.2873,0.7739,99,0.440620492,N,N,12
(Intercept)521,1.7157,0.398,4.3109,0,79,NA,N,N,12
correctFrequency.ct521,-3.9063,0.5671,-6.8883,0,79,1184488743,N,N,12
learning.ct521,-0.7963,0.7293,-1.0919,0.2749,79,0.450825812,N,N,12
correctFrequency.ct:learning.ct521,0.0526,0.9415,0.0559,0.9554,79,0.698072761,N,N,12
correctFrequencyhigh:learning.ct521,0.0834,1.2144,0.0687,0.9453,79,0.745927501,N,N,12
correctFrequencylow:learning.ct521,-0.1125,0.7589,-0.1483,0.8821,79,0.49206625,N,N,12
(Intercept)621,1.4341,0.5485,2.6145,0.0089,59,NA,N,N,12
correctFrequency.ct621,-5.286,1.0886,-4.8558,0,59,4621.450365,N,N,12
learning.ct621,-1.6985,0.9435,-1.8003,0.0718,59,0.422761206,N,N,12
correctFrequency.ct:learning.ct621,3.5528,1.8658,1.9042,0.0569,59,2.193755446,N,N,12
correctFrequencyhigh:learning.ct621,-0.8226,0.9835,-0.8364,0.4029,59,0.410862291,N,N,12
correctFrequencylow:learning.ct621,-0.77,0.7344,-1.0485,0.2944,59,0.29461694,N,N,12
(Intercept)721,0.7319,0.2641,2.7708,0.0056,39,NA,N,N,12
correctFrequency.ct721,-4.1846,0.6545,-6.3934,0,39,38725112.19,N,N,12
learning.ct721,0.0171,0.4899,0.035,0.9721,39,0.610365077,N,N,12
correctFrequency.ct:learning.ct721,1.1945,1.2499,0.9557,0.3392,39,1.351466493,N,N,12
correctFrequencyhigh:learning.ct721,-3.4749,1.7202,-2.0201,0.0434,39,0.402252226,N,N,12
correctFrequencylow:learning.ct721,0.0779,0.7516,0.1036,0.9175,39,0.577692872,N,N,12
(Intercept)821,0.2843,0.3259,0.8723,0.3831,19,NA,N,N,12
correctFrequency.ct821,-3.2609,0.6449,-5.0561,0,19,50725.18908,N,N,12
learning.ct821,0.1872,0.643,0.2911,0.771,19,0.831301003,N,N,12
correctFrequency.ct:learning.ct821,0.73,1.2738,0.5731,0.5666,19,1.063122778,N,N,12
correctFrequencyhigh:learning.ct821,-0.5801,0.9547,-0.6077,0.5434,19,0.44881328,N,N,12
correctFrequencylow:learning.ct821,0.6144,0.5916,1.0385,0.2991,19,1.135411573,N,N,12
122,NA,NA,NA,NA,NA,NA,NA,NA,13
(Intercept)97,1.1675,0.4576,2.5515,0.0107,179,NA,N,N,13
correctFrequency.ct97,-4.1805,0.7625,-5.4826,0,179,222808.742,N,N,13
learning.ct97,1.0127,0.868,1.1667,0.2433,179,1.551396243,N,N,13
correctFrequency.ct:learning.ct97,-0.4206,1.4134,-0.2976,0.766,179,0.707088113,N,N,13
correctFrequencyhigh:learning.ct97,-0.1778,0.8252,-0.2155,0.8294,179,0.501505174,N,N,13
correctFrequencylow:learning.ct97,0.5522,0.9783,0.5644,0.5725,179,0.937311253,N,N,13
(Intercept)126,0.9041,0.3874,2.334,0.0196,159,NA,N,N,13
correctFrequency.ct126,-4.7809,0.7759,-6.1616,0,159,5537155.272,N,N,13
learning.ct126,-0.0389,0.7172,-0.0542,0.9568,159,0.715332129,N,N,13
correctFrequency.ct:learning.ct126,0.8987,1.4408,0.6238,0.5328,159,1.11465544,N,N,13
correctFrequencyhigh:learning.ct126,1.223,0.9372,1.305,0.1919,159,1.773420367,N,N,13
correctFrequencylow:learning.ct126,0.8024,1.2758,0.6289,0.5294,159,1.07000652,N,N,13
(Intercept)224,0.5441,0.3608,1.508,0.1316,139,NA,N,N,13
correctFrequency.ct224,-4.4109,0.725,-6.0842,0,139,4969423.809,N,N,13
learning.ct224,0.1601,0.6906,0.2319,0.8167,139,0.825807244,N,N,13
correctFrequency.ct:learning.ct224,-0.4195,1.3904,-0.3017,0.7629,139,0.700807841,N,N,13
correctFrequencyhigh:learning.ct224,-0.4882,1.0884,-0.4485,0.6538,139,0.531839433,N,N,13
correctFrequencylow:learning.ct224,0.4105,0.9393,0.437,0.6621,139,0.837294884,N,N,13
(Intercept)322,0.5267,0.3287,1.6023,0.1091,119,NA,N,N,13
correctFrequency.ct322,-3.5961,0.5523,-6.5114,0,119,131480266.8,N,N,13
learning.ct322,-0.4943,0.6403,-0.772,0.4401,119,0.471536091,N,N,13
correctFrequency.ct:learning.ct322,0.516,1.0698,0.4823,0.6296,119,0.961536863,N,N,13
correctFrequencyhigh:learning.ct322,0.3699,1.0442,0.3542,0.7232,119,0.83038216,N,N,13
correctFrequencylow:learning.ct322,-0.0496,0.9109,-0.0545,0.9566,119,0.591416615,N,N,13
(Intercept)422,1.4036,0.4377,3.207,0.0013,99,NA,N,N,13
correctFrequency.ct422,-4.7024,0.8303,-5.6636,0,99,369645.6568,N,N,13
learning.ct422,-0.1859,0.7734,-0.2403,0.8101,99,0.675163525,N,N,13
correctFrequency.ct:learning.ct422,-1.3197,1.4471,-0.912,0.3618,99,0.560179662,N,N,13
correctFrequencyhigh:learning.ct422,-0.7523,0.9719,-0.7741,0.4389,99,0.419299507,N,N,13
correctFrequencylow:learning.ct422,-0.2363,0.6693,-0.353,0.7241,99,0.393637098,N,N,13
(Intercept)522,0.926,0.4276,2.1658,0.0303,79,NA,N,N,13
correctFrequency.ct522,-3.2268,0.7038,-4.5851,0,79,6042.729755,N,N,13
learning.ct522,-0.6208,0.7912,-0.7847,0.4326,79,0.536974859,N,N,13
correctFrequency.ct:learning.ct522,-0.6771,1.2511,-0.5412,0.5883,79,0.599430924,N,N,13
correctFrequencyhigh:learning.ct522,0.474,1.3155,0.3603,0.7186,79,0.912130508,N,N,13
correctFrequencylow:learning.ct522,-0.8457,0.7165,-1.1804,0.2378,79,0.271719086,N,N,13
(Intercept)622,1.4478,0.5248,2.7587,0.0058,59,NA,N,N,13
correctFrequency.ct622,-3.8071,0.9284,-4.1007,0,59,623.8600933,N,N,13
learning.ct622,-0.9225,0.9638,-0.9572,0.3385,59,0.563033765,N,N,13
correctFrequency.ct:learning.ct622,-0.0866,1.6632,-0.0521,0.9585,59,0.832227122,N,N,13
correctFrequencyhigh:learning.ct622,-0.2823,1.2869,-0.2193,0.8264,59,0.658056399,N,N,13
correctFrequencylow:learning.ct622,-0.9594,0.6161,-1.5573,0.1194,59,0.202560168,N,N,13
(Intercept)722,0.1851,0.2367,0.782,0.4342,39,NA,N,N,13
correctFrequency.ct722,-3.1929,0.5186,-6.1567,0,39,19829676.91,N,N,13
learning.ct722,-0.2135,0.4614,-0.4627,0.6435,39,0.434882918,N,N,13
correctFrequency.ct:learning.ct722,-0.3904,1.0166,-0.384,0.701,39,0.572985692,N,N,13
correctFrequencyhigh:learning.ct722,-0.8792,1.4607,-0.6019,0.5472,39,0.590107812,N,N,13
correctFrequencylow:learning.ct722,-0.9658,1.0531,-0.9172,0.359,39,0.416706343,N,N,13
(Intercept)822,0.2246,0.2056,1.0925,0.2746,19,NA,N,N,13
correctFrequency.ct822,-4.1343,0.7108,-5.8163,0,19,1384363.316,N,N,13
learning.ct822,-0.4294,0.369,-1.1636,0.2446,19,0.254697976,N,N,13
correctFrequency.ct:learning.ct822,1.8091,1.3837,1.3075,0.1911,19,1.701238317,N,N,13
correctFrequencyhigh:learning.ct822,-0.0183,0.7517,-0.0244,0.9805,19,0.529526336,N,N,13
correctFrequencylow:learning.ct822,-0.4087,0.6145,-0.6652,0.506,19,0.306590856,N,N,13
123,NA,NA,NA,NA,NA,NA,NA,NA,14
(Intercept)98,-0.0068,0.2201,-0.0307,0.9755,179,NA,N,N,14
correctFrequency.ct98,-3.2091,0.363,-8.8404,0,179,7.12E+15,N,N,14
learning.ct98,0.3728,0.43,0.8669,0.386,179,1.088887447,N,N,14
correctFrequency.ct:learning.ct98,-1.5545,0.702,-2.2144,0.0268,179,0.203700729,N,N,14
correctFrequencyhigh:learning.ct98,-1.3338,0.9119,-1.4628,0.1435,179,0.29664223,N,N,14
correctFrequencylow:learning.ct98,0.4751,0.6309,0.7531,0.4514,179,0.878076962,N,N,14
(Intercept)127,0.4195,0.3712,1.1302,0.2584,159,NA,N,N,14
correctFrequency.ct127,-3.2254,0.6668,-4.8374,0,159,18522.54169,N,N,14
learning.ct127,-0.6085,0.7281,-0.8357,0.4033,159,0.499357169,N,N,14
correctFrequency.ct:learning.ct127,-0.0421,1.3035,-0.0323,0.9742,159,0.772686471,N,N,14
correctFrequencyhigh:learning.ct127,1.1501,0.6234,1.8449,0.0651,159,3.347630888,N,N,14
correctFrequencylow:learning.ct127,-0.4045,0.4772,-0.8475,0.3967,159,0.222087962,N,N,14
(Intercept)225,0.6025,0.2893,2.0825,0.0373,139,NA,N,N,14
correctFrequency.ct225,-3.1818,0.7121,-4.4685,0,139,3776.008641,N,N,14
learning.ct225,0.66,0.5571,1.1847,0.2361,139,1.587311993,N,N,14
correctFrequency.ct:learning.ct225,-0.9046,1.3921,-0.6498,0.5158,139,0.606388949,N,N,14
correctFrequencyhigh:learning.ct225,-0.5874,1.109,-0.5297,0.5963,139,0.517074732,N,N,14
correctFrequencylow:learning.ct225,-0.6296,0.8245,-0.7635,0.4451,139,0.371454055,N,N,14
(Intercept)323,0.7714,0.2875,2.6831,0.0073,119,NA,N,N,14
correctFrequency.ct323,-4.5242,0.5949,-7.6052,0,119,1.02E+11,N,N,14
learning.ct323,-0.6906,0.5289,-1.3058,0.1916,119,0.325277585,N,N,14
correctFrequency.ct:learning.ct323,1.9479,1.1002,1.7705,0.0766,119,2.689099817,N,N,14
