subjID learning task fribbleID label rt resp trialType trialIndex acc Experiment.Version
1414937 FL generalizationLP ["/task/70033/56/asset/12425.jpg","/task/70033/56/asset/20225.jpg","/task/70033/56/asset/32225.jpg"] /task/70033/56/asset/dep.mp3 1548.01500000758 /task/70033/56/asset/12425.jpg audio-button-response 408 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/10825.jpg","/task/70033/56/asset/21625.jpg","/task/70033/56/asset/31725.jpg"] /task/70033/56/asset/tob.mp3 NA NA audio-button-response 410 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/10625.jpg","/task/70033/56/asset/21425.jpg","/task/70033/56/asset/30225.jpg"] /task/70033/56/asset/dep.mp3 2031.11000001081 /task/70033/56/asset/10625.jpg audio-button-response 412 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/12575.jpg","/task/70033/56/asset/23175.jpg","/task/70033/56/asset/32975.jpg"] /task/70033/56/asset/bim.mp3 918.16000000108 /task/70033/56/asset/23175.jpg audio-button-response 414 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/10175.jpg","/task/70033/56/asset/21975.jpg","/task/70033/56/asset/30575.jpg"] /task/70033/56/asset/dep.mp3 1552.93000000529 /task/70033/56/asset/10175.jpg audio-button-response 416 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/10975.jpg","/task/70033/56/asset/22375.jpg","/task/70033/56/asset/31475.jpg"] /task/70033/56/asset/tob.mp3 801.500000001397 /task/70033/56/asset/31475.jpg audio-button-response 418 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/11425.jpg","/task/70033/56/asset/20125.jpg","/task/70033/56/asset/32425.jpg"] /task/70033/56/asset/dep.mp3 NA NA audio-button-response 420 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/10575.jpg","/task/70033/56/asset/21375.jpg","/task/70033/56/asset/30775.jpg"] /task/70033/56/asset/dep.mp3 786.639999976614 /task/70033/56/asset/10575.jpg audio-button-response 422 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/11475.jpg","/task/70033/56/asset/20875.jpg","/task/70033/56/asset/32175.jpg"] /task/70033/56/asset/bim.mp3 1434.15499999537 /task/70033/56/asset/32175.jpg audio-button-response 424 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/11125.jpg","/task/70033/56/asset/20425.jpg","/task/70033/56/asset/32325.jpg"] /task/70033/56/asset/dep.mp3 1799.0099999879 /task/70033/56/asset/11125.jpg audio-button-response 426 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/11925.jpg","/task/70033/56/asset/20525.jpg","/task/70033/56/asset/30825.jpg"] /task/70033/56/asset/tob.mp3 2486.99000000488 /task/70033/56/asset/30825.jpg audio-button-response 428 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/11375.jpg","/task/70033/56/asset/20975.jpg","/task/70033/56/asset/32375.jpg"] /task/70033/56/asset/tob.mp3 1481.54999999679 /task/70033/56/asset/32375.jpg audio-button-response 430 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/10275.jpg","/task/70033/56/asset/23575.jpg","/task/70033/56/asset/33075.jpg"] /task/70033/56/asset/dep.mp3 1256.48499999079 /task/70033/56/asset/10275.jpg audio-button-response 432 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/11725.jpg","/task/70033/56/asset/21525.jpg","/task/70033/56/asset/32525.jpg"] /task/70033/56/asset/tob.mp3 1357.42000001483 /task/70033/56/asset/32525.jpg audio-button-response 434 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/13375.jpg","/task/70033/56/asset/20475.jpg","/task/70033/56/asset/33175.jpg"] /task/70033/56/asset/tob.mp3 1208.18499999586 /task/70033/56/asset/33175.jpg audio-button-response 436 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/12375.jpg","/task/70033/56/asset/21875.jpg","/task/70033/56/asset/30675.jpg"] /task/70033/56/asset/tob.mp3 2349.77000000072 /task/70033/56/asset/30675.jpg audio-button-response 438 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/11625.jpg","/task/70033/56/asset/21725.jpg","/task/70033/56/asset/30625.jpg"] /task/70033/56/asset/tob.mp3 1229.05500000343 /task/70033/56/asset/30625.jpg audio-button-response 440 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/12475.jpg","/task/70033/56/asset/21675.jpg","/task/70033/56/asset/33375.jpg"] /task/70033/56/asset/dep.mp3 1194.4749999966 /task/70033/56/asset/12475.jpg audio-button-response 442 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/12025.jpg","/task/70033/56/asset/20925.jpg","/task/70033/56/asset/31325.jpg"] /task/70033/56/asset/bim.mp3 1486.87000002246 /task/70033/56/asset/20925.jpg audio-button-response 444 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/11025.jpg","/task/70033/56/asset/22125.jpg","/task/70033/56/asset/30325.jpg"] /task/70033/56/asset/bim.mp3 574.355000018841 /task/70033/56/asset/22125.jpg audio-button-response 446 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/10375.jpg","/task/70033/56/asset/20675.jpg","/task/70033/56/asset/30375.jpg"] /task/70033/56/asset/bim.mp3 906.610000005458 /task/70033/56/asset/20675.jpg audio-button-response 448 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/12125.jpg","/task/70033/56/asset/21925.jpg","/task/70033/56/asset/32025.jpg"] /task/70033/56/asset/bim.mp3 579.469999996945 /task/70033/56/asset/21925.jpg audio-button-response 450 NA 14
1414937 FL generalizationLP ["/task/70033/56/asset/10125.jpg","/task/70033/56/asset/21225.jpg","/task/70033/56/asset/31625.jpg"] /task/70033/56/asset/bim.mp3 792.614999983925 /task/70033/56/asset/21225.jpg audio-button-response 452 NA 14
1414937 FL generalizationPL /task/70033/56/asset/13075.jpg ["/task/70033/56/asset/dep.mp3","/task/70033/56/asset/bim.mp3","/task/70033/56/asset/tob.mp3"] NA NA audio-button-response 458 NA 14
1414937 FL generalizationPL /task/70033/56/asset/11225.jpg ["/task/70033/56/asset/dep.mp3","/task/70033/56/asset/bim.mp3","/task/70033/56/asset/tob.mp3"] 2275.06499999436 /task/70033/56/asset/dep.mp3 audio-button-response 463 NA 14
1414937 FL generalizationPL /task/70033/56/asset/22575.jpg ["/task/70033/56/asset/bim.mp3","/task/70033/56/asset/dep.mp3","/task/70033/56/asset/tob.mp3"] 353.005000011763 /task/70033/56/asset/bim.mp3 audio-button-response 468 NA 14
1414937 FL generalizationPL /task/70033/56/asset/20725.jpg ["/task/70033/56/asset/bim.mp3","/task/70033/56/asset/dep.mp3","/task/70033/56/asset/tob.mp3"] 431.584999983897 /task/70033/56/asset/bim.mp3 audio-button-response 473 NA 14
